Customer_ID,Age,Gender,City_Tier,Income,Avg_Session_Time,Pages_Viewed,Cart_Items,Past_Purchases,Payment_Method,Device,Discount_Used,Days_Since_Last_Visit,Membership_Level,Will_Purchase
14756,47,Female,Tier-1,93982,12.28,9,0,0,Card,Mobile,Yes,29,Bronze,0
14757,38,Female,Tier-1,24528,24.78,11,3,20,COD,Mobile,Yes,29,Silver,1
14758,34,Female,Tier-2,68432,10.09,16,2,26,Card,Mobile,No,26,Gold,0
14759,57,Female,Tier-1,15118,15.88,5,3,31,COD,Mobile,Yes,24,Bronze,1
14760,36,Other,Tier-3,113212,13.13,5,1,44,Wallet,Desktop,Yes,9,Bronze,0
14761,32,Other,Tier-2,36405,18.96,13,3,19,COD,Tablet,Yes,15,Bronze,1
14762,26,Other,Tier-2,94410,24.65,9,8,17,Wallet,Desktop,Yes,26,Silver,1
14763,27,Other,Tier-2,34758,14.04,5,4,13,UPI,Desktop,No,18,Bronze,1
14764,48,Other,Tier-2,24071,10.06,17,6,28,Card,Mobile,Yes,29,Bronze,1
14765,40,Other,Tier-1,72427,5.74,9,2,10,Wallet,Desktop,No,18,Silver,0
14766,47,Other,Tier-3,24198,20.68,14,1,49,COD,Desktop,No,15,Gold,0
14767,50,Female,Tier-3,97357,3.69,4,4,46,Wallet,Mobile,No,6,Silver,0
14768,26,Other,Tier-2,97582,15.37,17,5,5,COD,Mobile,No,6,Bronze,1
14769,18,Female,Tier-2,118886,19.57,17,2,30,Wallet,Mobile,Yes,18,Bronze,0
14770,52,Male,Tier-2,46417,6.41,19,9,42,Card,Desktop,Yes,3,Bronze,0
14771,28,Other,Tier-2,53199,13.06,2,8,40,COD,Mobile,Yes,23,Silver,1
14772,51,Female,Tier-3,22710,11.13,6,1,42,COD,Mobile,No,8,Bronze,0
14773,33,Male,Tier-1,91099,6.84,2,0,48,COD,Mobile,Yes,1,Gold,0
14774,26,Male,Tier-1,69232,22.29,10,0,31,UPI,Desktop,No,18,Gold,0
14775,49,Female,Tier-3,68437,14.24,12,5,35,Wallet,Mobile,No,14,Bronze,1
14776,32,Female,Tier-1,69898,21.69,1,8,0,Wallet,Desktop,No,19,Bronze,0
14777,29,Female,Tier-2,15978,21.58,8,3,35,Card,Tablet,Yes,18,Silver,1
14778,50,Other,Tier-1,23763,24.54,8,2,36,COD,Mobile,No,13,Silver,0
14779,31,Male,Tier-3,56380,23.15,9,6,3,COD,Tablet,No,12,Gold,0
14780,25,Other,Tier-3,99769,18.85,1,0,8,Wallet,Desktop,Yes,18,Bronze,0
14781,25,Other,Tier-3,104344,17.53,6,2,26,UPI,Mobile,No,27,Silver,0
14782,44,Other,Tier-3,85952,5.77,17,8,30,Card,Mobile,Yes,7,Silver,0
14783,29,Male,Tier-1,49526,11.88,10,2,45,Wallet,Mobile,No,23,Bronze,0
14784,18,Male,Tier-2,47359,14.96,4,1,14,UPI,Desktop,Yes,22,Bronze,0
14785,57,Male,Tier-2,57411,3.42,1,2,44,UPI,Desktop,Yes,26,Bronze,0
14786,59,Female,Tier-3,40378,5.56,18,4,46,Card,Tablet,No,20,Gold,0
14787,28,Other,Tier-1,61234,16.74,18,9,29,Card,Desktop,No,4,Bronze,1
14788,56,Female,Tier-3,34092,5.38,18,8,7,Wallet,Desktop,No,13,Bronze,0
14789,48,Female,Tier-1,57183,9.78,17,7,11,Card,Desktop,No,12,Gold,0
14790,34,Other,Tier-3,100329,2.86,18,8,23,UPI,Mobile,No,11,Silver,0
14791,50,Male,Tier-2,25792,5.9,8,7,29,COD,Mobile,Yes,0,Bronze,0
14792,49,Other,Tier-2,33908,14.75,13,6,18,UPI,Mobile,No,18,Bronze,1
14793,46,Female,Tier-1,22601,16.77,9,9,22,UPI,Desktop,Yes,21,Bronze,1
14794,38,Male,Tier-1,72848,4.37,1,8,14,COD,Tablet,No,28,Bronze,0
14795,38,Male,Tier-1,78689,7.55,16,4,43,UPI,Tablet,No,22,Silver,0
14796,57,Female,Tier-2,15533,11.1,12,1,14,UPI,Mobile,Yes,14,Silver,0
14797,40,Male,Tier-2,44735,17.7,3,8,1,Wallet,Desktop,No,28,Silver,0
14798,23,Male,Tier-2,40729,3.73,17,3,29,COD,Desktop,No,18,Gold,0
14799,39,Other,Tier-1,53697,12.32,13,8,32,UPI,Mobile,No,28,Bronze,1
14800,55,Other,Tier-2,22581,18.95,11,7,44,Wallet,Mobile,No,22,Gold,1
14801,54,Female,Tier-3,74563,5.23,13,3,25,Card,Tablet,Yes,7,Bronze,0
14802,25,Female,Tier-3,88702,14.55,5,5,47,Wallet,Tablet,No,26,Gold,1
14803,58,Female,Tier-1,19326,12.14,11,3,8,Card,Mobile,No,6,Bronze,1
14804,52,Male,Tier-3,97514,10.99,17,8,2,Card,Mobile,No,22,Silver,0
14805,28,Female,Tier-3,82667,23.48,3,6,1,Wallet,Desktop,Yes,23,Bronze,0
14806,41,Other,Tier-3,61526,11.1,8,8,40,Wallet,Mobile,Yes,2,Bronze,1
14807,38,Male,Tier-3,22063,12.28,16,9,11,UPI,Mobile,Yes,0,Bronze,1
14808,19,Female,Tier-2,16925,3.43,2,1,24,Card,Tablet,No,23,Bronze,0
14809,57,Male,Tier-1,109586,10.4,19,9,42,Card,Desktop,Yes,24,Gold,1
14810,36,Male,Tier-2,71364,14.04,11,4,6,Wallet,Tablet,Yes,18,Bronze,1
14811,56,Male,Tier-2,70932,2.22,8,2,21,Card,Desktop,Yes,25,Silver,0
14812,45,Female,Tier-1,69929,3.14,7,8,12,Card,Tablet,No,17,Bronze,0
14813,34,Male,Tier-1,86311,7.5,19,4,14,COD,Mobile,No,18,Bronze,0
14814,23,Male,Tier-1,25741,19.07,2,8,2,UPI,Mobile,Yes,18,Bronze,0
14815,36,Male,Tier-2,25086,20.02,12,6,29,Wallet,Mobile,Yes,14,Silver,1
14816,55,Other,Tier-1,101631,20.44,4,5,29,UPI,Mobile,Yes,27,Bronze,1
14817,45,Female,Tier-2,66239,15.18,8,0,33,Wallet,Mobile,No,27,Bronze,0
14818,19,Other,Tier-3,49407,21.22,18,8,49,Wallet,Mobile,No,25,Bronze,1
14819,55,Male,Tier-1,29158,5.15,12,3,25,Wallet,Mobile,Yes,14,Silver,0
14820,54,Male,Tier-3,92695,23.24,8,6,3,Card,Mobile,Yes,21,Silver,0
14821,21,Other,Tier-2,51199,20.54,15,2,27,UPI,Mobile,Yes,8,Silver,0
14822,39,Male,Tier-1,32093,15.79,10,1,0,Card,Desktop,Yes,21,Gold,0
14823,43,Other,Tier-1,87672,15.36,6,1,14,UPI,Desktop,No,23,Silver,0
14824,53,Male,Tier-1,119687,4.57,7,5,0,UPI,Desktop,Yes,11,Bronze,0
14825,30,Male,Tier-1,82523,20.42,19,5,6,Wallet,Mobile,No,22,Silver,1
14826,49,Male,Tier-3,118903,13.46,17,0,5,Wallet,Mobile,Yes,16,Bronze,0
14827,34,Male,Tier-2,27849,20.89,13,4,29,Card,Tablet,No,1,Bronze,1
14828,58,Female,Tier-3,42577,9.26,6,3,19,Wallet,Desktop,Yes,12,Bronze,0
14829,53,Female,Tier-2,24862,3.17,6,3,12,Card,Mobile,No,13,Bronze,0
14830,36,Female,Tier-2,30584,13.63,9,7,32,Card,Mobile,No,11,Silver,1
14831,52,Other,Tier-1,42396,22.27,11,5,13,Card,Mobile,Yes,14,Bronze,1
14832,57,Other,Tier-2,77631,4.04,11,3,9,Wallet,Mobile,No,10,Silver,0
14833,45,Other,Tier-2,68766,11.47,13,4,41,Wallet,Mobile,No,22,Bronze,1
14834,18,Other,Tier-1,36455,21.18,19,5,29,Wallet,Mobile,No,13,Bronze,1
14835,59,Female,Tier-3,47292,7.26,15,9,1,COD,Mobile,No,26,Gold,0
14836,35,Other,Tier-2,69896,8.03,7,2,1,Wallet,Mobile,No,13,Bronze,0
14837,57,Other,Tier-3,101602,16.29,15,1,24,UPI,Mobile,No,21,Bronze,0
14838,50,Other,Tier-2,25426,21.89,16,4,0,UPI,Mobile,No,11,Silver,0
14839,29,Male,Tier-1,26420,15.27,14,8,29,Wallet,Mobile,No,18,Bronze,1
14840,25,Other,Tier-2,92238,4.34,7,8,22,UPI,Mobile,Yes,3,Gold,0
14841,41,Male,Tier-1,67086,23.38,15,9,29,COD,Desktop,No,15,Silver,1
14842,33,Other,Tier-2,99568,14.31,16,8,13,Wallet,Mobile,Yes,29,Bronze,1
14843,21,Other,Tier-2,22647,9.88,13,7,11,UPI,Mobile,No,14,Bronze,0
14844,55,Male,Tier-1,51893,19.33,12,4,28,UPI,Mobile,No,14,Silver,1
14845,44,Other,Tier-2,62507,17.9,6,0,32,UPI,Mobile,No,3,Bronze,0
14846,26,Male,Tier-1,73333,9.05,15,6,23,UPI,Mobile,No,14,Bronze,0
14847,33,Other,Tier-1,85722,21.68,16,3,12,Wallet,Tablet,No,16,Gold,1
14848,29,Other,Tier-3,77012,3.93,11,0,5,Card,Desktop,No,11,Silver,0
14849,48,Male,Tier-2,57283,22.22,13,4,49,COD,Tablet,Yes,3,Bronze,1
14850,41,Female,Tier-1,114895,4.32,19,5,23,Wallet,Mobile,Yes,2,Bronze,0
14851,31,Male,Tier-2,118355,2.83,5,5,11,Wallet,Mobile,No,1,Bronze,0
14852,42,Female,Tier-3,30528,21.89,9,7,41,COD,Mobile,No,2,Bronze,1
14853,51,Male,Tier-1,93669,3.52,1,4,14,UPI,Mobile,No,25,Bronze,0
14854,20,Female,Tier-2,61887,24.8,4,7,23,UPI,Tablet,No,10,Bronze,1
14855,41,Other,Tier-2,59169,3.9,1,4,28,UPI,Mobile,Yes,15,Bronze,0
14856,59,Female,Tier-3,18856,21.06,1,9,0,Card,Mobile,No,21,Gold,0
14857,26,Other,Tier-2,21158,24.17,19,6,33,COD,Mobile,Yes,16,Bronze,1
14858,43,Male,Tier-1,28916,15.17,10,9,18,COD,Desktop,No,12,Bronze,1
14859,37,Female,Tier-1,49484,5.89,14,0,39,COD,Desktop,Yes,12,Silver,0
14860,57,Other,Tier-2,61561,5.72,15,5,14,Card,Desktop,No,17,Bronze,0
14861,27,Male,Tier-1,25184,19.49,16,2,40,UPI,Tablet,No,15,Gold,0
14862,36,Female,Tier-3,38602,3.55,13,1,33,UPI,Mobile,No,21,Bronze,0
14863,20,Other,Tier-1,67344,17.78,9,3,41,Wallet,Desktop,Yes,9,Silver,1
14864,41,Female,Tier-1,30425,8.63,4,2,14,Card,Mobile,No,22,Bronze,0
14865,22,Female,Tier-1,75441,23.31,19,3,47,Card,Mobile,No,10,Bronze,1
14866,20,Other,Tier-2,116157,14.74,13,9,17,UPI,Mobile,No,20,Gold,1
14867,44,Other,Tier-2,69250,7.11,16,8,24,Card,Desktop,Yes,22,Bronze,0
14868,33,Male,Tier-1,50708,21.47,13,5,44,COD,Desktop,Yes,12,Silver,1
14869,32,Other,Tier-3,40885,24.61,12,5,16,UPI,Desktop,No,25,Bronze,1
14870,52,Other,Tier-1,93570,19.12,14,1,18,Card,Desktop,No,3,Silver,0
14871,29,Female,Tier-1,52512,18.05,9,9,35,Wallet,Mobile,No,16,Bronze,1
14872,58,Other,Tier-1,83603,21.71,7,1,27,Card,Mobile,Yes,13,Bronze,0
14873,43,Female,Tier-3,71079,2.47,12,3,23,Wallet,Mobile,Yes,2,Bronze,0
14874,51,Female,Tier-3,108207,22.45,2,8,45,Card,Desktop,No,15,Bronze,1
14875,40,Other,Tier-2,52077,7.74,11,9,5,COD,Mobile,Yes,18,Gold,0
14876,48,Other,Tier-1,77227,15.58,17,3,12,Card,Tablet,No,27,Silver,1
14877,37,Other,Tier-2,53973,12.29,3,7,1,Card,Mobile,Yes,14,Gold,0
14878,29,Other,Tier-2,96533,11.97,8,0,48,Wallet,Desktop,No,6,Bronze,0
14879,40,Male,Tier-1,63461,12.36,7,5,5,Wallet,Mobile,Yes,7,Silver,1
14880,21,Female,Tier-1,42699,17.73,16,2,25,Card,Mobile,Yes,24,Silver,0
14881,40,Male,Tier-3,35778,17.55,13,5,19,UPI,Mobile,No,20,Bronze,1
14882,18,Male,Tier-1,36129,10.65,5,2,25,COD,Mobile,Yes,9,Gold,0
14883,42,Female,Tier-2,60377,24.84,2,8,10,COD,Mobile,Yes,17,Silver,1
14884,19,Male,Tier-1,119774,24.23,7,3,9,Wallet,Desktop,Yes,1,Bronze,1
14885,47,Other,Tier-2,111192,5.62,6,4,39,COD,Mobile,Yes,6,Silver,0
14886,20,Other,Tier-1,60668,17.82,17,8,47,Wallet,Desktop,No,10,Bronze,1
14887,38,Other,Tier-1,92838,13.77,3,3,44,UPI,Mobile,No,7,Bronze,1
14888,42,Other,Tier-2,119778,8.23,3,4,13,Wallet,Tablet,Yes,24,Gold,0
14889,37,Female,Tier-3,62699,20.59,16,3,26,Card,Mobile,Yes,9,Bronze,1
14890,39,Other,Tier-3,81865,7.16,16,8,27,Wallet,Desktop,No,13,Bronze,0
14891,38,Female,Tier-1,22208,17.42,7,4,20,UPI,Tablet,No,11,Gold,1
14892,50,Female,Tier-1,117459,18.93,13,6,14,Card,Mobile,No,21,Gold,1
14893,55,Female,Tier-2,74680,11.26,7,3,26,Card,Mobile,Yes,23,Gold,1
14894,32,Female,Tier-2,16701,2.87,3,6,7,COD,Desktop,No,2,Silver,0
14895,32,Male,Tier-3,109675,9.36,19,5,0,COD,Tablet,Yes,10,Bronze,0
14896,42,Male,Tier-2,29713,20.61,13,8,39,UPI,Mobile,Yes,4,Bronze,1
14897,38,Other,Tier-2,68439,17.48,18,7,47,Card,Mobile,No,16,Gold,1
14898,41,Female,Tier-2,95265,13.16,7,6,22,Wallet,Mobile,Yes,28,Bronze,1
14899,22,Other,Tier-1,36091,18.37,5,3,20,COD,Desktop,Yes,13,Gold,1
14900,23,Other,Tier-2,39497,6.97,9,3,36,UPI,Mobile,Yes,1,Bronze,0
14901,40,Other,Tier-2,27602,23.3,17,1,32,Wallet,Desktop,No,19,Bronze,0
14902,21,Other,Tier-3,46883,21.31,16,7,15,COD,Mobile,No,23,Bronze,1
14903,44,Female,Tier-1,38097,2.74,13,1,47,Wallet,Desktop,Yes,10,Silver,0
14904,35,Female,Tier-1,93040,17.4,12,3,37,COD,Mobile,Yes,21,Bronze,1
14905,38,Male,Tier-3,44616,8.38,10,0,49,Card,Mobile,Yes,2,Gold,0
14906,45,Female,Tier-2,33512,13.4,18,2,38,Wallet,Tablet,Yes,19,Silver,0
14907,52,Female,Tier-3,87151,6.53,5,3,22,UPI,Desktop,No,5,Bronze,0
14908,39,Other,Tier-2,71058,18.88,7,2,46,COD,Desktop,No,10,Bronze,0
14909,57,Female,Tier-3,62666,3.03,1,3,35,Wallet,Mobile,Yes,11,Bronze,0
14910,40,Other,Tier-1,31812,14.73,15,0,34,COD,Mobile,No,19,Gold,0
14911,20,Female,Tier-1,56329,4.53,12,1,44,UPI,Mobile,Yes,0,Bronze,0
14912,57,Male,Tier-3,64512,9.07,2,9,8,Card,Tablet,No,19,Silver,0
14913,27,Other,Tier-3,49321,6.45,17,5,12,COD,Mobile,Yes,6,Bronze,0
14914,42,Female,Tier-2,104830,11.98,14,2,30,Wallet,Mobile,Yes,26,Bronze,0
14915,25,Female,Tier-2,21321,13.07,18,1,43,Card,Mobile,Yes,19,Gold,0
14916,28,Other,Tier-3,118053,17.16,16,8,46,Card,Desktop,Yes,26,Silver,1
14917,22,Male,Tier-1,68897,12.34,16,6,38,Wallet,Desktop,Yes,13,Silver,1
14918,54,Male,Tier-2,115741,18.67,3,2,38,COD,Mobile,No,16,Bronze,0
14919,55,Female,Tier-1,81306,20.56,14,0,47,Wallet,Mobile,Yes,28,Bronze,0
14920,46,Female,Tier-1,20744,24.86,8,1,12,Wallet,Tablet,Yes,8,Silver,0
14921,22,Female,Tier-2,35053,4.84,4,7,36,Wallet,Desktop,Yes,14,Bronze,0
14922,26,Other,Tier-3,68633,11.41,4,5,24,COD,Mobile,No,6,Bronze,1
14923,19,Other,Tier-2,42467,7.85,1,8,8,Wallet,Tablet,Yes,20,Silver,0
14924,18,Other,Tier-3,104976,18.67,1,8,20,Card,Desktop,Yes,1,Silver,1
14925,57,Female,Tier-1,118524,13.86,16,9,49,Card,Mobile,Yes,13,Gold,1
14926,47,Male,Tier-1,80676,4.56,13,5,34,UPI,Desktop,Yes,5,Bronze,0
14927,28,Other,Tier-1,89271,3.44,14,3,23,Wallet,Mobile,Yes,26,Gold,0
14928,45,Male,Tier-1,28208,13.52,15,0,10,COD,Mobile,Yes,8,Gold,0
14929,29,Female,Tier-1,21642,10.07,3,6,24,UPI,Mobile,No,0,Bronze,1
14930,56,Other,Tier-1,90173,14.12,4,6,28,Card,Desktop,No,4,Bronze,1
14931,43,Other,Tier-2,15913,7.72,15,1,7,COD,Mobile,No,29,Gold,0
14932,30,Other,Tier-1,105249,10.92,8,4,19,Card,Desktop,No,14,Bronze,1
14933,25,Female,Tier-2,112460,24.4,5,4,29,Card,Desktop,Yes,6,Gold,1
14934,45,Female,Tier-3,106858,7.55,18,5,18,Wallet,Tablet,Yes,10,Bronze,0
14935,47,Female,Tier-2,55353,2.54,14,2,41,Wallet,Mobile,No,12,Silver,0
14936,26,Male,Tier-3,94775,23.22,13,2,5,COD,Mobile,Yes,13,Gold,0
14937,56,Male,Tier-3,36130,20.48,13,7,33,Card,Mobile,Yes,13,Bronze,1
14938,48,Other,Tier-1,19693,12.45,11,2,38,Wallet,Mobile,Yes,18,Bronze,0
14939,38,Other,Tier-2,82741,14.25,6,0,28,Wallet,Tablet,No,29,Bronze,0
14940,51,Female,Tier-3,45208,9.71,8,2,22,UPI,Mobile,No,26,Silver,0
14941,48,Female,Tier-1,53917,5.29,16,9,33,COD,Desktop,Yes,2,Bronze,0
14942,42,Female,Tier-3,70885,8.16,8,0,45,Card,Mobile,No,6,Bronze,0
14943,29,Other,Tier-2,43343,10.23,1,5,4,COD,Mobile,Yes,19,Bronze,1
14944,18,Female,Tier-1,30554,14.78,9,6,20,Card,Mobile,Yes,4,Silver,1
14945,39,Male,Tier-2,56958,8.49,14,9,48,Wallet,Tablet,Yes,4,Gold,0
14946,57,Male,Tier-2,53494,9.43,12,6,37,COD,Mobile,No,4,Bronze,0
14947,54,Other,Tier-2,102295,14.61,5,7,34,Card,Tablet,Yes,18,Gold,1
14948,18,Other,Tier-1,88213,8.5,14,7,31,UPI,Mobile,No,27,Bronze,0
14949,18,Male,Tier-2,89619,24.35,14,1,35,Card,Mobile,No,0,Bronze,0
14950,59,Female,Tier-2,111402,12.27,5,2,47,Wallet,Mobile,Yes,13,Gold,0
14951,59,Other,Tier-3,48724,20.58,18,0,48,Wallet,Mobile,Yes,5,Bronze,0
14952,38,Other,Tier-3,28117,17.65,9,0,8,Card,Mobile,No,25,Bronze,0
14953,32,Other,Tier-3,73325,5.11,19,3,32,Wallet,Mobile,Yes,9,Gold,0
14954,34,Male,Tier-1,88542,19.98,1,6,41,COD,Mobile,Yes,24,Bronze,1
14955,39,Other,Tier-1,83514,7.7,2,4,25,Wallet,Mobile,Yes,20,Silver,0
14956,55,Male,Tier-1,22338,22.49,12,5,12,Wallet,Desktop,No,14,Bronze,1
14957,52,Male,Tier-2,28828,18.6,10,8,15,Card,Tablet,No,14,Gold,1
14958,33,Female,Tier-1,93975,18.5,19,5,10,Card,Tablet,Yes,19,Bronze,1
14959,25,Female,Tier-2,67269,9.04,2,4,46,COD,Mobile,Yes,8,Bronze,0
14960,34,Female,Tier-1,101818,11.04,4,3,10,Wallet,Tablet,Yes,11,Gold,1
14961,34,Other,Tier-2,41979,18.82,6,4,28,UPI,Desktop,Yes,23,Bronze,1
14962,43,Male,Tier-1,82195,10.36,17,3,23,Card,Tablet,Yes,4,Gold,1
14963,30,Other,Tier-1,56686,12.42,1,5,2,Card,Mobile,Yes,21,Bronze,0
14964,34,Male,Tier-3,96827,14.86,10,5,30,UPI,Mobile,Yes,2,Bronze,1
14965,55,Other,Tier-2,20891,8.86,4,2,49,UPI,Mobile,Yes,14,Bronze,0
14966,34,Male,Tier-3,65620,19.56,1,8,27,Card,Mobile,Yes,29,Silver,1
14967,31,Female,Tier-2,53145,8.32,16,9,0,Card,Mobile,No,21,Silver,0
14968,23,Female,Tier-3,60156,3.22,19,6,35,UPI,Desktop,Yes,17,Bronze,0
14969,52,Other,Tier-1,76602,20.1,15,7,28,UPI,Desktop,No,18,Silver,1
14970,31,Male,Tier-1,87237,10.54,4,4,42,COD,Tablet,No,14,Silver,1
14971,25,Female,Tier-2,48795,21.46,1,8,35,COD,Mobile,Yes,12,Gold,1
14972,32,Male,Tier-3,20563,16.34,17,9,10,Wallet,Mobile,No,0,Bronze,1
14973,44,Other,Tier-2,86215,21.11,19,1,44,Card,Mobile,Yes,16,Bronze,0
14974,30,Female,Tier-2,20495,10.77,14,9,11,COD,Mobile,No,21,Silver,1
14975,48,Other,Tier-1,82075,14.87,9,5,14,Wallet,Desktop,No,1,Silver,1
14976,52,Other,Tier-2,69981,2.29,15,8,14,Card,Mobile,Yes,18,Bronze,0
14977,23,Male,Tier-2,18634,7.91,13,0,27,Card,Desktop,No,13,Bronze,0
14978,22,Other,Tier-3,69531,22.11,9,7,29,UPI,Desktop,Yes,17,Bronze,1
14979,39,Other,Tier-2,74733,12.14,18,9,48,UPI,Mobile,No,26,Silver,1
14980,40,Male,Tier-1,99664,16.63,13,2,15,Card,Mobile,Yes,12,Bronze,0
14981,42,Male,Tier-1,58654,8.44,11,5,2,UPI,Mobile,Yes,10,Bronze,0
14982,51,Other,Tier-1,63047,21.61,5,7,28,COD,Tablet,No,0,Bronze,1
14983,43,Female,Tier-2,116211,15.65,19,1,4,UPI,Desktop,No,4,Silver,0
14984,22,Female,Tier-1,28132,22.88,6,7,17,UPI,Mobile,No,19,Bronze,1
14985,43,Male,Tier-2,82562,7.6,3,5,5,UPI,Mobile,Yes,8,Gold,0
14986,37,Other,Tier-2,86146,18.73,16,2,32,Card,Tablet,No,22,Silver,0
14987,23,Female,Tier-1,34943,2.47,18,1,11,UPI,Mobile,No,15,Gold,0
14988,23,Male,Tier-2,40420,15.75,10,6,46,Card,Mobile,No,25,Gold,1
14989,35,Male,Tier-3,18267,8.93,3,3,34,Card,Mobile,No,7,Bronze,0
14990,21,Male,Tier-2,98071,4.83,2,1,39,Wallet,Mobile,No,1,Gold,0
14991,34,Other,Tier-2,31823,16.42,1,8,21,Wallet,Mobile,Yes,17,Bronze,1
14992,31,Male,Tier-2,40880,2.67,16,7,4,Card,Tablet,Yes,28,Bronze,0
14993,31,Female,Tier-1,52874,5.59,16,9,6,UPI,Desktop,Yes,18,Bronze,0
14994,30,Other,Tier-1,116459,10.53,4,2,29,COD,Mobile,Yes,1,Silver,0
14995,24,Female,Tier-1,63485,12.28,13,4,23,Wallet,Mobile,No,14,Bronze,1
14996,32,Female,Tier-1,74554,22.89,19,8,43,Card,Mobile,Yes,0,Silver,1
14997,36,Female,Tier-3,69877,9.71,6,7,13,COD,Tablet,No,18,Bronze,0
14998,52,Other,Tier-1,119870,3.18,16,2,49,Wallet,Desktop,Yes,5,Bronze,0
14999,34,Female,Tier-3,86702,24.13,4,4,5,COD,Mobile,No,27,Gold,1
15000,52,Male,Tier-3,52258,21.11,6,4,41,COD,Tablet,Yes,11,Bronze,1
15001,36,Male,Tier-2,87782,7.23,7,0,37,Card,Desktop,No,10,Silver,0
15002,37,Female,Tier-2,39302,13.85,19,8,24,UPI,Mobile,Yes,28,Silver,1
15003,53,Male,Tier-1,29254,5.57,14,9,33,Card,Mobile,Yes,11,Silver,0
15004,52,Other,Tier-2,79779,23.98,13,0,0,COD,Mobile,No,2,Silver,0
15005,49,Other,Tier-3,54154,13.87,18,2,36,COD,Desktop,No,4,Gold,0
15006,57,Male,Tier-1,110650,12.85,19,8,40,UPI,Mobile,No,12,Silver,1
15007,41,Male,Tier-1,24505,21.06,3,8,15,UPI,Mobile,No,5,Silver,1
15008,34,Other,Tier-1,107288,4.97,5,2,28,Wallet,Desktop,No,3,Bronze,0
15009,24,Female,Tier-2,69431,8.08,10,3,24,Card,Desktop,No,17,Gold,0
15010,18,Other,Tier-1,57883,18.85,7,9,38,Card,Mobile,Yes,26,Bronze,1
15011,52,Female,Tier-2,38959,16.12,15,5,19,Wallet,Desktop,Yes,2,Silver,1
15012,49,Male,Tier-2,16355,5.66,18,2,48,UPI,Tablet,No,1,Bronze,0
15013,53,Male,Tier-1,67117,6.85,14,9,24,Wallet,Desktop,No,27,Silver,0
15014,30,Female,Tier-3,114568,22.24,18,6,16,UPI,Mobile,No,23,Bronze,1
15015,23,Female,Tier-1,97850,20.95,9,2,35,Wallet,Tablet,Yes,26,Bronze,0
15016,31,Other,Tier-1,102508,2.34,4,7,5,UPI,Mobile,No,11,Bronze,0
15017,54,Female,Tier-1,43784,23.88,15,5,40,COD,Desktop,No,20,Silver,1
15018,32,Male,Tier-3,75304,15.38,1,9,39,Wallet,Mobile,No,29,Gold,1
15019,21,Male,Tier-3,115507,12.84,15,4,23,Wallet,Mobile,Yes,14,Bronze,1
15020,57,Male,Tier-1,60033,10.18,11,4,40,COD,Tablet,Yes,28,Bronze,1
15021,33,Female,Tier-1,30662,10.64,1,7,29,Wallet,Desktop,Yes,15,Gold,1
15022,45,Female,Tier-3,27712,13.38,14,2,8,Wallet,Mobile,Yes,12,Bronze,0
15023,33,Male,Tier-2,49832,6.84,15,5,39,Wallet,Mobile,Yes,18,Bronze,0
15024,21,Female,Tier-1,79003,5.02,17,4,41,Wallet,Mobile,No,7,Bronze,0
15025,43,Other,Tier-2,43151,14.9,2,0,40,Card,Mobile,No,17,Gold,0
15026,45,Other,Tier-3,38592,12.42,18,4,25,UPI,Desktop,Yes,18,Bronze,1
15027,49,Female,Tier-1,36125,17.57,18,2,40,COD,Desktop,No,10,Bronze,0
15028,19,Female,Tier-1,16963,13.33,13,2,36,COD,Mobile,No,21,Gold,0
15029,48,Male,Tier-1,61231,11.03,7,1,41,Card,Tablet,No,2,Silver,0
15030,20,Female,Tier-2,28365,9.9,1,4,47,UPI,Mobile,No,6,Bronze,0
15031,25,Male,Tier-1,30047,15.28,2,7,32,UPI,Mobile,Yes,9,Gold,1
15032,41,Other,Tier-3,24064,8.41,19,9,16,COD,Desktop,No,0,Silver,0
15033,32,Female,Tier-3,21490,20.81,16,0,27,COD,Mobile,Yes,1,Bronze,0
15034,48,Other,Tier-2,100790,20.25,5,1,31,UPI,Desktop,No,26,Silver,0
15035,26,Female,Tier-1,106400,16.81,2,0,38,COD,Tablet,No,19,Silver,0
15036,56,Female,Tier-3,35177,10.87,13,5,9,COD,Mobile,Yes,29,Silver,1
15037,19,Male,Tier-2,56780,15.85,19,5,29,Wallet,Desktop,No,8,Gold,1
15038,25,Male,Tier-2,64787,16.3,11,6,17,UPI,Mobile,No,5,Bronze,1
15039,24,Female,Tier-3,105113,17.58,15,3,44,Wallet,Mobile,No,28,Bronze,1
15040,56,Female,Tier-3,100205,10.77,14,9,19,UPI,Desktop,Yes,20,Gold,1
15041,59,Male,Tier-2,27691,11.61,4,8,3,Card,Mobile,No,1,Gold,0
15042,33,Other,Tier-2,105999,22.95,13,7,11,Wallet,Mobile,No,16,Silver,1
15043,52,Female,Tier-1,43419,4.54,8,0,48,Card,Tablet,Yes,8,Silver,0
15044,47,Male,Tier-3,42877,5.03,15,1,28,Wallet,Desktop,Yes,10,Silver,0
15045,27,Female,Tier-3,96579,24.78,2,4,22,Card,Tablet,Yes,13,Bronze,1
15046,55,Male,Tier-1,87509,16.34,3,4,32,Card,Mobile,No,29,Bronze,1
15047,35,Other,Tier-3,34568,12.55,4,9,15,Card,Desktop,No,7,Bronze,1
15048,22,Female,Tier-3,53035,4.76,5,2,26,Card,Mobile,Yes,27,Gold,0
