customer_id,age,gender,region,annual_income,monthly_spend,loyalty_points,purchases_per_month,avg_session_duration_min,days_since_last_purchase,return_rate_pct,customer_satisfaction_score,membership_tier,primary_category,device_preference,cluster_label
CUST009839,19,Female,West,10000.0,550.45,25081,2.4,7.3,7,5.84,3.1,Bronze,Fashion,Mobile,0
CUST009840,43,Male,East,10000.0,284.98,20997,1.0,6.9,59,4.08,3.0,Bronze,Home & Garden,Mobile,4
CUST009841,44,Female,East,10000.0,323.16,18318,1.5,4.5,30,2.71,3.6,Silver,Electronics,Mobile,4
CUST009842,30,Female,South,44383.06,3218.09,96522,11.5,71.0,93,5.95,3.7,Platinum,Sports,Mobile,1
CUST009843,45,Male,West,10063.74,913.66,75424,6.3,43.2,30,3.29,3.3,Platinum,Luxury,Desktop,2
CUST009844,20,Female,South,10000.0,434.9,33925,2.4,21.2,23,4.55,3.2,Bronze,Sports,Mobile,0
CUST009845,48,Male,East,10000.0,424.21,28669,1.0,8.4,35,3.87,4.2,Bronze,Luxury,Mobile,4
CUST009846,41,Female,North,34193.63,2477.47,66382,15.2,54.9,59,4.05,3.1,Gold,Home & Garden,Desktop,1
CUST009847,35,Male,West,44017.25,1826.4,108593,12.3,73.7,34,3.25,3.9,Bronze,Home & Garden,Mobile,1
CUST009848,24,Male,South,10000.0,432.39,36047,1.0,16.6,25,4.05,3.7,Bronze,Electronics,Mobile,0
CUST009849,54,Female,East,10000.0,972.8,58789,1.6,48.8,97,4.02,2.6,Bronze,Home & Garden,Desktop,2
CUST009850,41,Female,South,10000.0,201.48,20070,1.0,7.1,41,2.84,3.1,Bronze,Electronics,Desktop,4
CUST009851,37,Female,West,45934.32,2320.36,88258,13.8,51.5,7,4.1,3.1,Bronze,Home & Garden,Desktop,1
CUST009852,50,Female,South,10000.0,375.7,12258,1.6,2.0,32,3.43,4.1,Bronze,Electronics,Mobile,4
CUST009853,38,Female,East,71598.63,6293.28,96306,22.4,85.0,42,2.51,4.2,Platinum,Home & Garden,Mobile,3
CUST009854,24,Male,West,10000.0,415.47,38305,1.0,18.7,1,3.62,3.9,Bronze,Fashion,Mobile,0
CUST009855,34,Female,West,42958.23,1862.87,79234,12.9,67.8,24,4.0,3.7,Bronze,Fashion,Mobile,1
CUST009856,56,Female,East,10000.0,954.65,49624,4.1,39.3,36,4.61,3.9,Gold,Home & Garden,Desktop,2
CUST009857,23,Male,South,10000.0,354.18,30776,1.0,17.1,2,5.25,3.6,Bronze,Electronics,Mobile,0
CUST009858,20,Male,South,10000.0,492.09,26495,3.0,15.2,7,5.49,4.2,Bronze,Electronics,Mobile,0
CUST009859,51,Male,North,10000.0,207.9,19326,1.0,6.6,38,5.37,3.9,Bronze,Fashion,Desktop,4
CUST009860,47,Male,North,10000.0,326.84,20914,1.8,6.0,40,2.58,4.3,Bronze,Fashion,Mobile,4
CUST009861,52,Male,South,10000.0,953.6,52710,5.8,50.5,17,4.02,3.9,Platinum,Home & Garden,Desktop,2
CUST009862,42,Female,North,36200.68,2552.72,83583,13.8,86.1,13,3.02,3.9,Gold,Home & Garden,Tablet,1
CUST009863,30,Female,East,109007.5,5727.62,101667,16.7,100.3,37,4.05,4.4,Platinum,Luxury,Desktop,3
CUST009864,53,Male,North,10000.0,468.03,38952,7.4,43.9,80,4.05,3.9,Bronze,Home & Garden,Mobile,2
CUST009865,49,Male,West,10000.0,603.12,62364,6.2,43.5,15,3.25,3.7,Silver,Home & Garden,Tablet,2
CUST009866,26,Female,South,10000.0,619.54,30010,3.6,17.8,1,5.3,3.6,Gold,Luxury,Desktop,0
CUST009867,37,Male,East,10000.0,187.98,25505,1.4,15.1,31,3.38,4.9,Bronze,Electronics,Desktop,4
CUST009868,45,Male,East,10000.0,962.8,56093,5.6,31.7,21,3.84,3.8,Silver,Home & Garden,Desktop,2
CUST009869,34,Female,East,45528.2,2644.28,71471,13.3,59.4,16,4.75,4.1,Silver,Luxury,Mobile,1
CUST009870,26,Female,South,88914.87,3928.26,122329,26.6,99.0,27,2.4,3.9,Silver,Sports,Mobile,3
CUST009871,32,Male,East,49587.17,2609.08,68181,15.4,55.8,7,4.3,3.6,Silver,Fashion,Desktop,1
CUST009872,33,Male,East,38755.05,2197.2,74542,11.8,62.2,81,3.09,4.0,Gold,Sports,Mobile,1
CUST009873,62,Female,East,10000.0,737.51,55937,5.5,39.3,18,3.29,4.2,Silver,Fashion,Mobile,2
CUST009874,28,Female,North,72488.69,3642.24,118394,12.8,89.8,27,2.93,3.6,Platinum,Home & Garden,Tablet,3
CUST009875,30,Female,West,85064.77,4789.16,138174,26.0,95.8,43,3.75,3.9,Silver,Home & Garden,Mobile,3
CUST009876,25,Male,East,10000.0,483.93,31934,2.3,13.2,9,5.82,4.2,Gold,Luxury,Tablet,0
CUST009877,21,Female,North,10000.0,394.84,39391,2.6,24.4,29,2.48,3.2,Bronze,Electronics,Mobile,0
CUST009878,21,Male,East,10000.0,661.39,33890,2.9,18.1,31,5.49,3.9,Bronze,Fashion,Desktop,0
CUST009879,24,Female,South,47524.16,2368.96,100023,11.4,58.1,50,4.49,3.5,Gold,Electronics,Desktop,1
CUST009880,39,Male,South,36569.67,2806.57,109624,12.8,55.0,60,6.14,2.8,Silver,Luxury,Desktop,1
CUST009881,41,Male,West,10000.0,361.68,17180,1.3,8.7,31,3.98,4.1,Gold,Fashion,Desktop,4
CUST009882,28,Female,South,76940.8,4664.55,105962,22.7,72.1,15,2.74,4.0,Gold,Luxury,Mobile,3
CUST009883,20,Female,West,64097.21,4570.34,147843,14.9,90.5,48,4.65,4.1,Platinum,Fashion,Mobile,3
CUST009884,48,Female,East,10000.0,355.65,21314,2.0,8.1,47,3.35,4.1,Bronze,Fashion,Desktop,4
CUST009885,41,Female,South,56619.18,2292.25,90425,10.7,64.6,34,3.94,2.8,Platinum,Home & Garden,Tablet,1
CUST009886,39,Female,North,10000.0,741.45,53690,3.4,47.2,120,3.8,3.9,Platinum,Sports,Mobile,2
CUST009887,21,Female,East,10000.0,736.36,28062,1.5,12.9,26,5.07,2.7,Bronze,Electronics,Desktop,0
CUST009888,30,Male,North,68500.51,5884.81,107023,18.7,71.3,97,2.93,4.6,Gold,Luxury,Desktop,3
CUST009889,23,Male,East,10000.0,618.82,20994,1.4,21.6,10,4.77,3.6,Silver,Sports,Tablet,0
CUST009890,33,Female,East,28647.77,2364.69,84711,13.1,51.6,84,5.47,3.5,Silver,Fashion,Desktop,1
CUST009891,47,Male,West,10000.0,983.43,36220,4.7,42.0,21,2.88,3.4,Bronze,Sports,Tablet,2
CUST009892,23,Female,North,10000.0,463.66,29449,1.0,16.5,24,5.96,4.5,Silver,Fashion,Desktop,0
CUST009893,34,Male,South,10000.0,275.9,19001,1.0,7.0,194,3.03,3.7,Bronze,Electronics,Mobile,4
CUST009894,44,Female,North,10000.0,764.01,50421,4.2,46.7,124,5.52,3.4,Bronze,Home & Garden,Mobile,2
CUST009895,18,Female,North,10000.0,520.92,40353,1.0,14.1,37,5.1,4.6,Bronze,Fashion,Desktop,0
CUST009896,18,Male,North,10000.0,713.58,28873,2.4,11.9,22,4.4,3.3,Bronze,Electronics,Mobile,0
CUST009897,31,Female,East,51456.59,2125.95,62906,11.3,64.8,31,4.8,3.4,Gold,Luxury,Mobile,1
CUST009898,18,Female,East,10000.0,580.99,36023,1.1,15.8,23,5.68,4.8,Bronze,Fashion,Mobile,0
CUST009899,20,Male,East,10000.0,863.47,32467,1.0,14.9,2,5.76,3.3,Bronze,Home & Garden,Tablet,0
CUST009900,21,Male,North,10000.0,543.97,34478,2.0,15.2,1,4.89,3.9,Silver,Sports,Desktop,0
CUST009901,45,Female,South,10000.0,598.74,61156,5.6,33.4,12,5.38,3.7,Bronze,Luxury,Desktop,2
CUST009902,26,Female,West,10000.0,619.31,36153,1.1,16.8,12,4.5,3.5,Gold,Fashion,Mobile,0
CUST009903,29,Female,North,77217.97,4198.58,117708,21.8,95.8,27,4.46,4.6,Gold,Luxury,Mobile,3
CUST009904,44,Female,South,10000.0,1047.69,43810,5.9,35.0,16,4.3,3.2,Bronze,Sports,Mobile,2
CUST009905,54,Female,North,10000.0,682.15,55087,7.4,36.3,52,4.0,3.8,Bronze,Home & Garden,Tablet,2
CUST009906,35,Female,North,10000.0,244.35,23900,1.0,4.6,52,3.91,4.8,Bronze,Fashion,Desktop,4
CUST009907,22,Male,South,74018.79,3953.62,135067,24.0,106.3,35,2.82,4.5,Platinum,Fashion,Tablet,3
CUST009908,49,Male,North,10000.0,188.79,26544,1.6,15.8,32,3.46,3.1,Gold,Fashion,Mobile,4
CUST009909,25,Male,West,87379.83,4475.08,88157,23.4,99.9,62,2.94,4.3,Platinum,Fashion,Tablet,3
CUST009910,53,Male,South,10000.0,264.71,23702,1.1,4.0,33,2.46,3.7,Silver,Electronics,Mobile,4
CUST009911,34,Female,East,10000.0,369.91,27521,1.0,7.4,24,3.37,5.0,Bronze,Sports,Mobile,4
CUST009912,32,Female,West,10000.0,405.47,29003,1.8,8.0,37,2.23,4.6,Bronze,Home & Garden,Tablet,4
CUST009913,24,Male,East,81561.73,4394.2,85144,26.4,100.3,197,3.08,4.6,Gold,Sports,Mobile,3
CUST009914,28,Female,West,39362.37,2955.78,71012,12.6,49.7,79,4.44,3.7,Silver,Fashion,Tablet,1
CUST009915,56,Female,East,10000.0,685.61,39221,5.9,52.6,83,1.57,4.3,Gold,Electronics,Mobile,2
CUST009916,27,Male,North,38705.49,2661.79,95346,12.0,64.7,8,3.91,3.3,Platinum,Luxury,Tablet,1
CUST009917,51,Female,North,10000.0,449.75,25055,1.4,15.0,25,1.98,4.1,Silver,Electronics,Tablet,4
CUST009918,55,Female,East,10000.0,323.53,30639,1.0,9.4,25,2.69,4.0,Bronze,Electronics,Mobile,4
CUST009919,38,Female,North,10000.0,316.74,21385,1.0,5.2,38,2.72,4.4,Bronze,Home & Garden,Desktop,4
CUST009920,21,Female,West,10000.0,569.65,26568,1.8,7.5,88,4.98,3.2,Silver,Sports,Desktop,0
CUST009921,20,Female,North,85291.16,5057.6,127130,15.7,92.5,36,3.73,4.3,Silver,Home & Garden,Desktop,3
CUST009922,52,Female,South,10000.0,224.77,29918,1.0,14.2,41,4.27,3.9,Bronze,Sports,Mobile,4
CUST009923,35,Female,South,48583.72,2517.29,104737,11.3,61.3,5,5.13,3.7,Gold,Sports,Tablet,1
CUST009924,50,Male,South,10000.0,441.3,22670,1.3,7.2,22,4.08,3.3,Silver,Electronics,Mobile,4
CUST009925,26,Female,South,43217.72,3083.76,62023,7.3,69.9,17,5.01,3.0,Platinum,Luxury,Mobile,1
CUST009926,18,Male,North,10000.0,451.14,21423,1.0,17.3,12,5.81,3.5,Bronze,Home & Garden,Mobile,0
CUST009927,32,Female,West,10000.0,348.7,23888,1.3,12.9,20,2.58,4.4,Silver,Electronics,Desktop,4
CUST009928,26,Male,South,72918.0,4417.6,96671,18.5,49.1,16,3.02,4.2,Silver,Sports,Mobile,3
CUST009929,22,Female,North,10000.0,467.95,33728,1.7,15.2,13,5.68,3.5,Silver,Electronics,Desktop,0
CUST009930,40,Female,West,48982.46,2561.69,62156,10.4,43.9,20,3.95,4.0,Silver,Home & Garden,Desktop,1
CUST009931,39,Female,South,55448.85,2725.08,60475,12.2,51.5,5,2.29,3.3,Platinum,Home & Garden,Desktop,1
CUST009932,18,Female,South,10000.0,473.85,28169,1.0,11.1,3,5.84,4.5,Bronze,Electronics,Mobile,0
CUST009933,32,Female,East,38299.99,2004.21,66850,12.5,71.7,38,3.79,3.2,Gold,Fashion,Desktop,1
CUST009934,18,Male,North,10000.0,396.6,35301,1.4,23.0,33,6.38,3.8,Bronze,Fashion,Desktop,0
CUST009935,49,Male,West,10000.0,753.94,70596,2.8,41.9,19,2.94,3.0,Platinum,Fashion,Tablet,2
CUST009936,45,Male,West,49494.89,3238.16,72903,10.5,77.6,9,5.26,3.8,Gold,Fashion,Desktop,1
CUST009937,49,Male,North,10000.0,624.84,53539,6.2,35.6,13,4.75,5.0,Gold,Home & Garden,Tablet,2
CUST009938,19,Female,West,10000.0,262.21,31097,1.0,11.4,7,5.13,2.6,Silver,Home & Garden,Mobile,0
CUST009939,22,Female,North,10000.0,399.75,33175,2.1,19.8,8,3.58,2.9,Silver,Electronics,Tablet,0
CUST009940,40,Male,West,10000.0,314.09,20920,2.5,6.0,34,2.43,4.1,Bronze,Fashion,Desktop,4
CUST009941,57,Female,South,10000.0,715.55,59513,6.2,47.1,43,2.53,4.3,Silver,Luxury,Mobile,2
CUST009942,61,Male,East,10000.0,695.1,65623,4.3,43.4,48,3.85,2.9,Gold,Sports,Mobile,2
CUST009943,61,Male,South,10000.0,1011.77,58091,2.3,41.5,20,1.98,4.2,Bronze,Electronics,Tablet,2
CUST009944,56,Female,East,10000.0,678.6,53268,2.0,48.7,15,4.41,4.1,Bronze,Electronics,Desktop,2
CUST009945,40,Male,North,12007.91,813.56,59038,3.5,25.8,21,4.5,3.7,Silver,Home & Garden,Desktop,2
CUST009946,24,Male,East,88817.26,5753.03,140703,21.6,72.2,42,3.73,3.5,Gold,Sports,Desktop,3
CUST009947,24,Male,East,10000.0,602.85,24988,1.0,11.5,30,3.75,3.7,Bronze,Home & Garden,Desktop,0
CUST009948,33,Male,West,109797.08,4508.05,132296,20.7,69.8,43,3.52,3.4,Gold,Sports,Mobile,3
CUST009949,43,Male,South,57726.61,2981.4,99880,7.9,41.8,19,3.34,2.6,Platinum,Sports,Mobile,1
CUST009950,23,Female,South,56350.07,5225.01,145395,27.6,108.0,19,1.56,4.2,Platinum,Fashion,Mobile,3
CUST009951,20,Female,North,10000.0,404.78,32178,1.0,12.3,52,3.57,3.9,Bronze,Electronics,Desktop,0
CUST009952,29,Female,West,61044.09,2438.82,77223,4.9,74.6,9,5.85,3.8,Gold,Electronics,Desktop,1
CUST009953,35,Female,West,39727.17,2527.51,94863,11.0,55.9,8,5.76,4.0,Silver,Sports,Mobile,1
CUST009954,22,Male,West,10000.0,518.71,27208,1.0,11.4,36,5.81,3.6,Bronze,Electronics,Mobile,0
CUST009955,19,Male,North,114226.55,4170.4,79867,23.9,78.7,43,4.23,4.3,Platinum,Fashion,Mobile,3
CUST009956,52,Female,East,10000.0,292.12,60143,4.6,33.7,60,4.17,4.3,Platinum,Luxury,Desktop,2
CUST009957,50,Male,North,10000.0,990.66,46296,6.6,34.7,21,3.75,4.4,Silver,Fashion,Tablet,2
CUST009958,50,Male,North,10000.0,252.24,23090,1.0,10.8,45,3.62,5.0,Bronze,Electronics,Desktop,4
CUST009959,26,Female,South,62478.78,3287.45,158437,22.0,87.3,37,3.74,4.3,Gold,Sports,Mobile,3
CUST009960,31,Female,East,79295.48,4303.68,128130,21.5,83.5,55,4.6,4.5,Platinum,Home & Garden,Desktop,3
CUST009961,26,Male,East,80736.91,5945.61,134435,16.2,74.1,57,2.41,5.0,Platinum,Sports,Desktop,3
CUST009962,51,Female,South,10000.0,370.68,25539,1.3,10.0,52,3.03,4.1,Silver,Electronics,Mobile,4
CUST009963,23,Male,West,70881.53,4928.01,139385,27.8,93.8,18,3.18,3.8,Platinum,Home & Garden,Desktop,3
CUST009964,52,Female,East,10000.0,330.76,25359,1.4,8.7,38,2.94,4.2,Bronze,Sports,Mobile,4
CUST009965,44,Female,North,10000.0,378.68,23945,1.0,6.4,29,0.95,4.5,Gold,Electronics,Tablet,4
CUST009966,50,Male,North,10000.0,244.6,24559,1.1,9.4,22,1.53,4.5,Silver,Luxury,Desktop,4
CUST009967,55,Male,North,10000.0,855.25,56589,5.5,32.5,84,4.25,3.7,Bronze,Home & Garden,Tablet,2
CUST009968,25,Female,North,10000.0,738.37,42392,1.2,16.2,5,5.01,4.1,Bronze,Home & Garden,Desktop,0
CUST009969,24,Female,West,10000.0,536.03,33105,2.4,18.1,13,2.97,3.2,Bronze,Fashion,Mobile,0
CUST009970,20,Female,North,10000.0,564.82,29985,1.6,18.1,23,4.39,3.2,Bronze,Home & Garden,Mobile,0
CUST009971,49,Female,West,10000.0,628.79,49302,5.3,51.7,33,2.71,3.5,Bronze,Sports,Mobile,2
CUST009972,54,Female,West,10000.0,621.57,41470,6.8,33.7,40,4.76,3.6,Bronze,Electronics,Desktop,2
CUST009973,32,Male,East,85247.42,4427.83,121856,15.8,109.4,19,3.1,3.8,Platinum,Fashion,Desktop,3
CUST009974,19,Female,East,10000.0,742.4,25582,1.0,12.5,102,3.67,3.4,Gold,Luxury,Tablet,0
CUST009975,35,Male,East,62172.3,2631.09,84013,9.7,67.4,8,5.23,3.7,Platinum,Home & Garden,Mobile,1
CUST009976,35,Female,East,10000.0,228.5,22496,1.0,5.7,23,1.66,3.7,Bronze,Luxury,Desktop,4
CUST009977,35,Male,East,75094.26,4671.51,134572,13.6,73.3,20,2.97,4.1,Platinum,Luxury,Mobile,3
CUST009978,30,Male,North,95144.62,3501.83,117376,18.3,96.0,74,3.76,5.0,Silver,Sports,Mobile,3
CUST009979,40,Male,East,42355.19,2485.01,79204,13.3,71.7,38,3.73,3.3,Platinum,Sports,Desktop,1
CUST009980,48,Male,South,10000.0,238.26,12888,1.0,4.7,118,3.07,4.7,Bronze,Fashion,Mobile,4
CUST009981,39,Male,South,10000.0,295.37,25376,1.0,9.5,27,4.2,4.3,Bronze,Home & Garden,Desktop,4
CUST009982,40,Female,North,10000.0,212.7,32738,1.5,7.4,23,2.74,4.7,Silver,Electronics,Mobile,4
CUST009983,23,Male,West,10000.0,616.28,27698,2.8,9.4,7,5.22,3.0,Silver,Electronics,Mobile,0
CUST009984,57,Female,West,10737.33,492.71,64624,4.9,39.8,10,3.4,3.7,Bronze,Home & Garden,Tablet,2
CUST009985,33,Female,East,82264.71,3650.7,133882,20.2,106.7,56,3.31,3.5,Gold,Luxury,Mobile,3
CUST009986,47,Male,South,12724.92,872.28,53627,4.3,44.9,82,2.29,4.3,Gold,Home & Garden,Mobile,2
CUST009987,34,Female,North,33509.81,2519.79,68513,8.0,63.2,13,5.47,4.1,Silver,Home & Garden,Mobile,1
CUST009988,64,Male,South,10000.0,550.33,49216,5.7,54.5,14,3.69,3.6,Silver,Sports,Mobile,2
CUST009989,31,Female,West,82513.12,3754.44,130020,24.8,85.0,36,5.14,4.3,Platinum,Home & Garden,Desktop,3
CUST009990,34,Female,East,73076.64,4381.84,111651,19.0,91.1,90,3.5,4.1,Platinum,Home & Garden,Tablet,3
CUST009991,27,Female,West,105395.61,4877.62,106602,23.7,88.4,36,3.37,3.2,Silver,Sports,Desktop,3
CUST009992,50,Male,East,10000.0,341.51,21443,1.0,8.9,42,3.18,4.4,Bronze,Fashion,Mobile,4
CUST009993,23,Female,South,10000.0,274.88,31071,3.6,21.8,4,5.44,3.4,Bronze,Home & Garden,Mobile,0
CUST009994,21,Female,North,75691.88,4404.86,138399,28.4,98.9,47,4.87,3.6,Silver,Luxury,Mobile,3
CUST009995,40,Male,South,10000.0,236.83,16988,1.3,7.8,72,5.29,4.1,Silver,Luxury,Mobile,4
CUST009996,49,Male,North,10000.0,802.86,40376,5.4,32.2,13,5.98,3.8,Bronze,Home & Garden,Desktop,2
CUST009997,53,Male,South,10000.0,839.54,63692,7.7,24.6,13,4.65,4.2,Platinum,Electronics,Mobile,2
CUST009998,48,Male,North,10000.0,862.49,68361,4.9,34.1,39,2.65,4.2,Gold,Home & Garden,Tablet,2
CUST009999,46,Female,North,10000.0,288.54,20116,1.6,9.5,64,2.45,4.2,Bronze,Fashion,Tablet,4
CUST010000,31,Female,East,41753.68,2832.17,67402,11.7,65.9,6,6.71,3.6,Bronze,Sports,Tablet,1
CUST010001,37,Male,South,32202.85,2314.48,106052,9.8,50.6,100,3.94,3.7,Silver,Home & Garden,Mobile,1
CUST010002,28,Female,South,87371.48,4449.41,138179,26.2,87.1,27,3.44,4.3,Platinum,Sports,Desktop,3
CUST010003,48,Female,West,10000.0,328.88,20609,1.0,11.9,42,3.22,5.0,Silver,Electronics,Tablet,4
CUST010004,35,Male,East,79341.51,4952.42,149728,24.7,81.5,45,4.36,3.9,Silver,Home & Garden,Tablet,3
CUST010005,27,Female,East,76424.18,3961.38,109282,25.2,73.9,68,4.04,4.6,Platinum,Sports,Tablet,3
CUST010006,30,Female,South,83996.55,5085.59,162158,26.3,69.8,100,4.69,4.4,Platinum,Luxury,Mobile,3
CUST010007,57,Male,West,10000.0,944.14,62575,4.4,34.2,66,4.37,3.9,Bronze,Home & Garden,Mobile,2
CUST010008,36,Female,East,33134.44,2157.8,103949,7.3,66.1,13,5.16,3.8,Platinum,Fashion,Tablet,1
CUST010009,40,Male,West,48275.43,2008.07,71711,14.6,50.3,20,3.42,3.4,Silver,Home & Garden,Desktop,1
CUST010010,38,Female,West,10000.0,380.13,17673,1.4,8.6,37,2.69,4.0,Bronze,Electronics,Desktop,4
CUST010011,52,Female,West,10000.0,358.99,27596,1.0,7.8,92,3.66,3.3,Silver,Electronics,Tablet,4
CUST010012,35,Male,North,49703.47,3525.91,68835,11.5,74.9,63,4.42,3.2,Silver,Home & Garden,Desktop,1
CUST010013,33,Female,South,89272.26,4334.1,100054,23.3,83.1,32,3.82,4.2,Platinum,Sports,Mobile,3
CUST010014,22,Male,East,10000.0,389.62,30462,3.3,13.4,9,7.28,3.7,Silver,Electronics,Mobile,0
CUST010015,19,Male,South,10000.0,428.92,26324,2.0,17.1,9,4.2,3.5,Silver,Electronics,Mobile,0
CUST010016,28,Male,South,39688.27,2237.68,73154,14.1,72.4,9,5.6,3.2,Platinum,Sports,Desktop,1
CUST010017,18,Female,North,10000.0,424.16,25181,2.7,1.1,16,2.94,3.3,Gold,Electronics,Mobile,0
CUST010018,26,Female,East,85008.37,4418.85,110902,24.4,52.6,49,3.97,3.9,Platinum,Home & Garden,Tablet,3
CUST010019,32,Female,East,47463.9,2049.41,66582,9.2,66.5,21,4.53,3.4,Gold,Electronics,Desktop,1
CUST010020,21,Male,East,89916.26,4329.85,115625,22.2,78.6,40,4.25,3.7,Silver,Luxury,Tablet,3
CUST010021,55,Male,East,10000.0,495.09,54534,5.3,29.5,79,5.59,4.5,Bronze,Electronics,Tablet,2
CUST010022,46,Female,East,10000.0,60.89,21242,1.0,10.5,24,1.38,5.0,Bronze,Fashion,Tablet,4
CUST010023,22,Female,East,10000.0,443.06,29246,1.1,16.4,13,5.01,3.0,Bronze,Electronics,Mobile,0
CUST010024,50,Female,South,10000.0,457.62,20346,1.0,12.1,29,2.76,3.6,Bronze,Fashion,Desktop,4
CUST010025,37,Male,South,10000.0,511.9,49813,4.7,37.9,14,5.97,3.9,Gold,Home & Garden,Desktop,2
CUST010026,24,Male,West,98846.89,3934.59,97095,19.4,92.2,28,3.32,4.2,Platinum,Luxury,Mobile,3
CUST010027,18,Male,South,10000.0,414.13,48726,1.0,11.2,59,5.99,3.7,Bronze,Sports,Mobile,0
CUST010028,32,Female,West,10000.0,396.39,24404,1.1,8.9,29,1.79,4.6,Bronze,Electronics,Desktop,4
CUST010029,24,Female,South,10000.0,635.53,36760,1.0,17.4,14,5.58,3.3,Bronze,Sports,Mobile,0
CUST010030,26,Male,South,10000.0,599.35,36529,3.1,14.9,29,4.18,3.5,Silver,Electronics,Mobile,0
CUST010031,18,Male,North,10000.0,440.74,32455,2.4,13.0,30,4.65,3.4,Silver,Sports,Mobile,0
CUST010032,32,Female,North,45352.57,2671.62,90324,10.8,58.1,11,0.88,4.0,Silver,Fashion,Desktop,1
CUST010033,21,Female,North,10000.0,493.32,35843,2.4,12.3,48,3.96,3.0,Bronze,Electronics,Desktop,0
CUST010034,37,Female,West,49393.07,2504.71,93933,7.7,66.3,48,5.81,2.9,Silver,Fashion,Mobile,1
CUST010035,28,Female,West,100029.6,4144.32,117223,22.3,60.0,48,2.5,4.8,Platinum,Sports,Desktop,3
CUST010036,42,Male,East,10000.0,360.21,25045,1.0,6.8,41,3.73,4.6,Bronze,Fashion,Tablet,4
CUST010037,38,Female,East,58318.59,2093.08,104159,11.1,66.7,53,5.54,3.6,Silver,Sports,Desktop,1
CUST010038,29,Female,East,60994.96,2304.83,80255,10.3,48.8,47,3.52,3.6,Platinum,Luxury,Tablet,1
CUST010039,39,Female,South,30613.22,2405.46,78662,15.5,76.3,23,5.33,3.1,Silver,Home & Garden,Mobile,1
CUST010040,61,Male,West,10000.0,1075.55,59883,3.2,47.5,58,4.81,5.0,Gold,Fashion,Mobile,2
CUST010041,58,Female,West,10000.0,649.89,43555,3.9,34.9,10,6.2,3.5,Silver,Sports,Tablet,2
CUST010042,37,Female,East,44908.71,3094.71,86922,12.7,49.0,36,2.5,4.5,Gold,Sports,Desktop,1
CUST010043,26,Female,West,114831.23,4535.78,91255,18.7,68.4,19,2.07,3.2,Gold,Fashion,Mobile,3
CUST010044,20,Male,North,10000.0,415.84,35483,1.9,18.1,31,5.56,3.0,Bronze,Fashion,Desktop,0
CUST010045,21,Female,East,88255.6,5192.9,128558,18.7,92.8,27,3.57,4.2,Platinum,Luxury,Mobile,3
CUST010046,63,Male,East,10000.0,355.87,50375,6.9,42.9,13,4.34,3.3,Gold,Electronics,Tablet,2
CUST010047,32,Female,North,95882.45,4911.29,126084,19.7,110.5,34,2.5,4.7,Platinum,Luxury,Mobile,3
CUST010048,22,Male,West,10000.0,540.36,23998,1.5,16.0,9,4.93,3.1,Bronze,Luxury,Mobile,0
CUST010049,33,Female,South,57592.57,1424.12,105349,13.2,58.6,13,3.97,4.4,Gold,Home & Garden,Desktop,1
CUST010050,27,Female,East,91358.9,4619.87,109682,20.5,87.5,103,2.65,4.0,Gold,Luxury,Mobile,3
CUST010051,51,Male,West,10000.0,255.47,25648,1.8,7.2,72,2.19,4.0,Bronze,Electronics,Mobile,4
CUST010052,24,Male,South,10000.0,469.83,34390,1.0,21.2,111,3.94,3.8,Bronze,Fashion,Desktop,0
CUST010053,37,Female,North,10000.0,268.0,23473,1.5,9.2,25,5.54,4.5,Silver,Fashion,Mobile,4
CUST010054,50,Female,North,10000.0,430.55,24147,1.8,8.9,47,5.24,4.4,Bronze,Fashion,Tablet,4
CUST010055,28,Female,East,92695.95,3765.4,111089,15.3,70.8,15,2.11,4.5,Platinum,Electronics,Desktop,3
CUST010056,59,Male,West,10000.0,882.62,50960,5.3,37.0,24,2.18,3.3,Platinum,Electronics,Mobile,2
CUST010057,20,Male,East,10000.0,639.92,28226,2.3,13.1,15,5.2,3.1,Bronze,Sports,Mobile,0
CUST010058,41,Female,North,10000.0,184.0,24056,1.0,10.0,25,2.29,4.7,Bronze,Electronics,Desktop,4
CUST010059,20,Male,North,10000.0,423.05,31109,1.8,11.4,16,5.79,4.4,Gold,Fashion,Mobile,0
CUST010060,21,Male,East,71127.83,6042.22,97146,20.0,87.4,41,3.91,4.1,Platinum,Luxury,Mobile,3
CUST010061,27,Female,North,81876.55,5482.88,146340,22.5,107.0,42,5.68,4.0,Gold,Fashion,Tablet,3
CUST010062,36,Female,South,40071.38,3040.49,95534,13.1,55.7,7,5.46,2.6,Platinum,Luxury,Desktop,1
CUST010063,31,Female,North,45694.92,2593.5,68399,12.0,63.2,105,5.76,3.8,Bronze,Home & Garden,Mobile,1
CUST010064,30,Male,East,83715.55,5181.25,150153,23.3,70.3,134,2.98,3.2,Platinum,Luxury,Tablet,3
CUST010065,22,Male,East,10000.0,594.43,24134,1.9,14.8,29,6.19,3.3,Gold,Home & Garden,Desktop,0
CUST010066,54,Female,East,10000.0,1076.77,51637,2.3,43.5,14,1.22,5.0,Bronze,Sports,Tablet,2
CUST010067,20,Male,South,10000.0,637.06,25236,2.7,20.5,24,5.72,3.1,Bronze,Electronics,Desktop,0
CUST010068,25,Male,West,96687.06,4567.99,94760,27.6,63.1,24,2.44,4.1,Platinum,Luxury,Mobile,3
